customer_id,age,gender,county,tenure_months,n_deposits_12m,n_withdrawals_12m,total_deposits_kes,total_withdrawals_kes,avg_savings_balance_kes,n_loans_taken,avg_loan_size_kes,max_loan_size_kes,total_loaned_kes,on_time_repayment_rate,days_since_last_txn,mobile_money_ratio,group_member,_true_segment
MFI_KE_003028,45,M,Garissa,16,7,8,20883.02,18512.15,12139.15,2,51598.29,56056.64,94786.43,0.6564,2,0.4332,1,3
MFI_KE_003029,42,F,Turkana,32,70,71,392819.2,366692.97,50834.22,3,117422.18,142722.88,359960.02,0.8612,3,0.5241,0,4
MFI_KE_003030,18,F,Kericho,23,42,54,10216.38,9344.74,530.41,6,2051.08,2167.68,13371.25,0.4499,11,0.5877,1,1
MFI_KE_003031,26,M,Uasin Gishu,13,40,54,92689.73,79217.62,2018.85,4,1660.76,2787.05,6939.18,0.5599,1,0.7764,0,1
MFI_KE_003032,39,F,Embu,6,11,6,21612.1,19674.79,4990.22,1,31242.52,48797.53,26601.12,0.845,2,0.5499,1,3
MFI_KE_003033,30,F,Meru,12,44,47,78643.16,79977.92,813.3,5,1197.57,1899.45,5838.86,0.7371,3,0.8754,0,1
MFI_KE_003034,22,M,Embu,19,90,60,109884.99,106282.78,84934.82,4,61866.27,121975.11,217030.55,0.9346,1,0.4229,0,4
MFI_KE_003035,18,M,Mombasa,9,37,46,7911.41,7016.88,6242.77,10,2293.81,2581.89,21531.8,0.4798,0,0.8129,0,1
MFI_KE_003036,36,M,Bungoma,2,17,16,27379.96,23135.98,31813.47,5,90794.44,118194.16,401911.3,0.9821,6,0.4112,1,2
MFI_KE_003037,22,M,Bungoma,8,27,26,91664.18,83263.7,9220.5,2,15674.52,22391.24,37060.23,0.9954,14,0.7473,0,2
MFI_KE_003038,29,M,Kilifi,1,0,3,25034.31,18354.53,302.61,3,2043.52,2377.31,5599.26,0.2718,96,0.4328,0,5
MFI_KE_003039,50,M,Uasin Gishu,4,28,17,36043.73,29303.72,3882.87,4,24704.41,31246.04,93850.76,0.943,10,0.7262,0,2
MFI_KE_003040,41,F,Garissa,4,73,67,1149273.02,831940.98,88001.18,5,267049.3,402686.69,1265781.86,0.9097,2,0.8303,0,4
MFI_KE_003041,25,M,Kitui,26,87,83,206268.03,167062.69,57799.36,10,320325.87,374059.82,3807965.63,0.8397,2,0.5394,1,4
MFI_KE_003042,29,F,Meru,17,10,8,175066.04,171432.6,2297.36,2,80777.0,127128.2,132426.85,0.8018,11,0.6642,1,3
MFI_KE_003043,53,F,Kericho,32,4,1,74681.35,55082.08,23496.3,3,92841.46,162294.34,328438.32,0.5166,10,0.3609,1,3
MFI_KE_003044,28,F,Migori,14,31,18,113154.05,105155.63,6160.43,1,24020.54,39921.99,24150.39,0.9051,8,0.5038,0,2
MFI_KE_003045,37,F,Trans Nzoia,4,32,17,57113.86,40512.55,8541.06,2,22594.77,26992.49,50487.4,0.9605,6,0.7156,0,2
MFI_KE_003046,46,F,Garissa,33,43,20,92714.42,89895.77,11451.22,1,35990.14,36668.99,42411.19,0.9468,13,0.6976,1,2
MFI_KE_003047,46,M,Kiambu,22,26,18,146372.2,149571.14,16858.84,2,33772.88,57093.28,76154.16,0.9881,2,0.54,0,2
MFI_KE_003048,47,M,Machakos,25,25,17,54580.29,53568.0,34269.8,5,25256.32,49070.5,124786.3,0.9914,2,0.6723,0,2
MFI_KE_003049,58,F,Machakos,4,3,9,25996.23,23097.47,2675.32,2,102924.82,162630.8,237209.11,0.7942,13,0.4546,0,3
MFI_KE_003050,46,F,Nakuru,9,33,13,244261.93,194006.84,28705.27,4,100146.64,174610.12,335076.0,0.8423,3,0.5398,0,2
MFI_KE_003051,18,F,Mombasa,17,38,45,21894.75,20971.35,726.45,7,1970.61,2393.85,12563.23,0.7384,9,0.981,1,1
MFI_KE_003052,39,F,Migori,69,15,16,42038.66,35908.86,12937.44,4,18396.55,25623.45,72768.64,0.9217,1,0.7318,1,2
MFI_KE_003053,37,M,Garissa,7,11,8,142072.62,126396.79,5023.02,3,33975.13,41244.39,114209.43,0.9314,1,0.4827,1,3
MFI_KE_003054,40,F,Garissa,11,10,6,18387.66,12963.48,1988.85,1,38552.33,39500.76,33925.17,0.8066,18,0.8354,0,3
MFI_KE_003055,36,M,Nyeri,32,76,58,70692.59,60994.86,20372.17,3,58715.9,77917.73,183238.34,0.7761,3,0.7937,1,4
MFI_KE_003056,26,F,Nakuru,38,38,60,32774.12,24261.03,4705.9,5,2379.07,3661.71,13681.79,0.8767,3,0.7061,0,1
MFI_KE_003057,21,F,Nakuru,11,2,4,5299.06,3769.09,455.3,0,0.0,0.0,0.0,1.0,79,0.9292,0,5
MFI_KE_003058,35,F,Mombasa,13,35,52,7930.16,6648.04,642.02,4,1969.62,3371.28,7030.44,0.5096,0,0.8764,0,1
MFI_KE_003059,36,F,Nakuru,7,38,56,24913.58,18752.22,187.13,5,1948.95,2730.21,8659.48,0.7873,8,0.9716,0,1
MFI_KE_003060,30,F,Nairobi,49,37,55,17396.82,13396.38,1873.54,10,2413.98,2787.78,27535.96,0.5057,1,0.8841,0,1
MFI_KE_003061,25,M,Mombasa,34,46,57,9332.62,6572.66,4147.53,11,2022.01,3353.5,25221.27,0.7051,4,0.9649,0,1
MFI_KE_003062,27,M,Bomet,16,27,14,124203.72,92772.22,3424.89,2,77365.38,144816.4,179187.98,0.9799,11,0.8285,0,2
MFI_KE_003063,29,M,Kisii,17,36,56,20802.57,20586.53,2181.19,9,3625.28,5026.4,34525.33,0.6028,0,0.9438,0,1
MFI_KE_003064,30,F,Kisumu,24,36,19,53559.47,52965.08,67291.46,6,132359.25,227388.19,909482.13,0.9906,6,0.3859,0,2
MFI_KE_003065,29,F,Kisumu,6,37,53,28761.93,23135.46,924.75,10,4686.41,6341.59,47939.99,0.8101,3,0.7188,0,1
MFI_KE_003066,21,M,Laikipia,4,47,50,3085.79,2717.91,1843.82,6,1208.62,1362.11,7695.01,0.8406,4,0.7836,0,1
MFI_KE_003067,25,F,Migori,8,1,3,1157.45,1004.47,2194.35,0,0.0,0.0,0.0,1.0,30,0.7858,0,5
MFI_KE_003068,22,F,Migori,9,21,25,28351.31,27576.38,10774.97,4,55630.8,79744.08,247853.49,0.8572,14,0.5892,0,2
MFI_KE_003069,27,F,Uasin Gishu,10,42,54,5793.03,5732.93,979.09,11,1594.09,2514.24,16035.1,0.5885,0,0.9872,0,1
MFI_KE_003070,54,F,Bungoma,5,5,13,12919.14,9592.2,5505.61,1,43580.36,80693.56,35591.1,0.7321,1,0.514,1,3
MFI_KE_003071,40,F,Bungoma,11,20,14,84381.45,63494.32,10919.62,7,31709.99,40068.08,207580.94,0.766,10,0.5454,0,2
MFI_KE_003072,22,F,Kisii,37,32,40,10966.82,9836.73,1904.54,10,1427.74,2467.07,15077.99,0.779,2,0.9509,0,1
MFI_KE_003073,45,M,Bungoma,26,85,63,42520.6,32960.9,32808.35,7,54547.72,99153.32,436483.16,0.6723,2,0.3733,0,4
MFI_KE_003074,29,F,Nairobi,7,45,52,67581.29,63826.72,1518.98,13,3019.53,3870.92,45300.95,0.5133,3,0.9455,0,1
MFI_KE_003075,22,F,Nyeri,5,52,46,26329.67,23029.24,5102.94,10,2544.44,3466.61,28812.04,0.7924,1,0.848,0,1
MFI_KE_003076,51,F,Garissa,3,6,7,447982.3,370530.25,12928.37,4,37099.88,53142.54,162125.94,0.5094,27,0.6853,0,3
MFI_KE_003077,27,M,Meru,22,11,8,102900.63,82640.66,3558.22,2,54332.92,75095.84,125045.96,0.8882,8,0.5037,1,3
MFI_KE_003078,37,F,Kitui,7,90,76,248500.69,227427.36,40290.8,3,155265.37,298356.61,500487.51,0.8934,1,0.4402,0,4
MFI_KE_003079,18,M,Kisumu,1,0,1,1962.66,1736.55,3501.7,0,0.0,0.0,0.0,1.0,89,0.5271,0,5
MFI_KE_003080,23,M,Kiambu,48,34,48,14130.04,13039.23,3266.82,11,2358.72,3998.77,26120.53,0.7228,1,0.8852,0,1
MFI_KE_003081,29,M,Kitui,11,29,17,117245.79,97380.76,35234.61,0,0.0,0.0,0.0,0.9527,2,0.6473,1,2
MFI_KE_003082,38,M,Bungoma,16,4,5,222334.93,170771.38,1593.47,3,73647.87,88889.08,235006.71,0.7397,4,0.3561,1,3
MFI_KE_003083,43,M,Homa Bay,3,5,4,296.39,292.6,730.95,0,0.0,0.0,0.0,1.0,35,0.9197,0,5
MFI_KE_003084,42,F,Uasin Gishu,2,85,82,178804.24,125206.13,23900.35,7,159979.02,167442.97,923335.29,0.8553,4,0.6093,1,4
MFI_KE_003085,31,F,Nakuru,5,50,32,26260.84,22980.39,1876.65,8,1825.96,2977.98,16177.76,0.5964,0,0.5033,0,1
MFI_KE_003086,39,F,Trans Nzoia,23,30,18,66404.0,64395.34,23086.97,1,78913.68,116632.3,73247.52,0.9335,3,0.9254,0,2
MFI_KE_003087,27,F,Kisumu,11,50,58,13004.25,12050.25,1266.21,8,1789.21,2585.94,15409.83,0.8646,1,0.9548,0,1
MFI_KE_003088,27,F,Garissa,21,22,22,99056.03,69807.32,7242.63,1,33709.85,63773.71,30284.05,0.9574,8,0.6664,0,2
MFI_KE_003089,45,F,Nairobi,10,20,20,20046.56,18477.83,13092.3,1,21840.34,29384.82,25813.87,0.9842,7,0.5428,0,2
MFI_KE_003090,34,M,Nairobi,11,22,20,37323.99,37360.85,13763.2,3,41246.09,56130.79,99574.24,0.9818,4,0.5351,0,2
MFI_KE_003091,60,F,Migori,2,1,4,2458.47,1800.88,276.49,4,3334.13,5611.1,10764.64,0.9059,90,0.7829,0,5
MFI_KE_003092,18,M,Kiambu,7,1,1,6711.15,5469.56,3245.65,0,0.0,0.0,0.0,1.0,50,0.8531,0,5
MFI_KE_003093,34,M,Trans Nzoia,3,23,23,20905.58,16796.95,27709.73,4,31621.1,37534.12,145874.64,0.908,19,0.8615,1,2
MFI_KE_003094,18,M,Migori,69,38,50,50232.85,36022.79,1464.67,8,1917.32,2982.95,18397.73,0.7799,0,0.9645,0,1
MFI_KE_003095,26,F,Kiambu,15,50,55,21380.63,18643.14,1926.47,6,1476.0,1504.51,7563.72,0.9283,0,0.8616,0,1
MFI_KE_003096,31,F,Kakamega,18,23,15,46742.04,43407.47,12128.52,0,0.0,0.0,0.0,0.908,2,0.6814,0,2
MFI_KE_003097,18,M,Kisii,1,2,1,2637.92,2261.35,995.99,0,0.0,0.0,0.0,1.0,16,0.2203,0,5
MFI_KE_003098,28,F,Uasin Gishu,23,33,14,35820.62,31145.42,15415.98,5,105521.18,126988.85,573590.11,0.9762,23,0.7962,0,2
MFI_KE_003099,35,F,Nairobi,32,20,14,63172.03,48844.51,56462.6,3,31903.27,50041.48,82800.57,0.9226,3,0.458,0,2
MFI_KE_003100,48,F,Bomet,2,25,20,84142.57,69636.64,7887.9,5,94517.81,175811.12,390382.58,0.8963,24,0.5945,0,2
MFI_KE_003101,43,M,Meru,105,7,7,35753.95,36607.0,757.1,1,29401.73,39290.25,32072.04,0.7857,9,0.2996,1,3
MFI_KE_003102,26,F,Uasin Gishu,2,36,62,13949.05,12654.87,1139.1,11,2062.11,4049.42,27156.97,0.6817,1,0.8778,0,1
MFI_KE_003103,53,M,Uasin Gishu,1,4,3,5187.53,5436.95,96.02,0,0.0,0.0,0.0,1.0,101,0.4909,0,5
MFI_KE_003104,22,F,Kisumu,7,45,54,17155.7,16266.47,7258.72,6,4383.86,5099.64,30952.92,0.7681,0,0.7162,1,1
MFI_KE_003105,30,M,Nakuru,42,40,67,42869.37,41565.81,1285.2,8,1663.79,2152.05,14636.29,0.754,0,0.8034,0,1
MFI_KE_003106,51,F,Kericho,22,4,5,34887.19,27681.03,1431.47,0,0.0,0.0,0.0,0.5353,11,0.3698,1,3
MFI_KE_003107,28,F,Kiambu,45,34,63,15978.01,15976.26,2524.72,12,1575.14,2506.62,15420.98,0.6333,1,0.8916,0,1
MFI_KE_003108,37,F,Turkana,7,1,2,999.65,796.28,408.96,0,0.0,0.0,0.0,1.0,215,0.5834,0,5
MFI_KE_003109,23,M,Nairobi,10,31,42,30030.47,24541.8,1988.09,5,1764.43,1982.65,10243.24,0.5783,2,0.79,0,1
MFI_KE_003110,28,F,Kisumu,4,2,3,1171.72,882.09,495.61,1,1285.27,1624.53,1463.99,0.2478,44,0.3275,0,5
MFI_KE_003111,36,F,Nakuru,116,20,21,103165.71,78014.12,10878.05,5,73027.79,76839.83,333363.44,0.8883,2,0.5838,0,2
MFI_KE_003112,28,M,Nairobi,18,36,39,19692.4,17276.35,4790.19,8,1340.03,2470.24,10747.93,0.6205,0,0.7555,0,1
MFI_KE_003113,61,F,Bungoma,5,8,6,26592.35,23256.77,2669.89,4,72424.81,119727.33,258097.94,0.8145,1,0.6932,1,3
MFI_KE_003114,40,M,Trans Nzoia,11,40,29,12578.7,11812.92,12916.44,3,15034.87,18756.11,41107.83,0.9616,2,0.7711,1,2
MFI_KE_003115,22,F,Migori,10,23,18,43242.97,37203.59,10995.27,2,27859.88,55593.29,56753.71,0.9497,10,0.7702,0,2
MFI_KE_003116,27,F,Bungoma,1,3,1,5057.07,4507.18,2271.88,1,1411.08,1854.15,1375.72,0.3474,229,0.6595,0,5
MFI_KE_003117,21,F,Nairobi,3,45,56,19785.15,16125.92,8709.13,11,3117.83,5640.78,28158.46,0.8028,3,0.9282,1,1
MFI_KE_003118,59,F,Nyeri,11,11,5,15324.87,12025.03,1709.81,4,99306.07,177861.3,451352.27,0.7627,6,0.2377,0,3
MFI_KE_003119,38,F,Nyeri,13,25,19,49311.88,36880.94,19961.53,1,25418.4,33594.62,29590.07,0.9208,12,0.5265,1,2
MFI_KE_003120,37,M,Bomet,13,7,7,19986.53,15015.35,10154.39,6,82826.6,156437.9,470544.43,0.8521,3,0.5125,1,3
MFI_KE_003121,25,F,Embu,11,42,59,9190.45,7668.43,1946.71,6,2649.05,4930.57,13969.1,0.6823,1,0.7862,0,1
MFI_KE_003122,36,M,Nyeri,3,0,2,225.91,176.44,1441.85,0,0.0,0.0,0.0,1.0,123,0.745,0,5
MFI_KE_003123,32,F,Turkana,66,72,75,493065.02,426912.08,17074.28,5,220518.2,349636.46,1231810.58,0.7239,2,0.6203,0,4
MFI_KE_003124,63,F,Kilifi,2,13,9,279358.38,253370.84,4882.66,4,27869.6,46360.59,107946.37,0.7199,1,0.5845,0,3
MFI_KE_003125,37,F,Homa Bay,67,7,5,11530.06,9266.24,4265.77,3,26821.86,36327.94,66326.41,0.6247,10,0.5295,1,3
MFI_KE_003126,33,M,Embu,19,19,13,78963.95,63404.0,32655.13,2,28561.24,56846.91,53606.91,0.6652,5,0.3472,0,2
MFI_KE_003127,53,F,Nyeri,6,6,5,12435.88,12973.53,1285.34,2,48915.82,82703.65,87568.4,0.6974,6,0.6786,1,3
MFI_KE_003128,30,M,Uasin Gishu,19,43,59,15742.72,12366.37,5029.34,8,3469.12,3573.71,25755.84,0.6051,3,0.8872,0,1
MFI_KE_003129,36,F,Kilifi,5,3,3,1255.99,884.43,445.46,0,0.0,0.0,0.0,1.0,45,0.4884,1,5
MFI_KE_003130,37,F,Kisii,5,9,6,23539.45,22724.34,2649.87,2,73495.98,119311.84,159065.49,0.5856,3,0.408,1,3
MFI_KE_003131,36,F,Meru,9,10,5,56357.67,58169.45,1919.85,4,26360.86,35480.67,94393.73,0.6678,19,0.2713,1,3
MFI_KE_003132,57,F,Migori,12,7,6,64692.05,52782.96,2094.49,1,38603.62,49531.38,38230.48,0.6582,2,0.4207,1,3
MFI_KE_003133,48,M,Trans Nzoia,2,24,23,62511.13,65118.52,8653.57,2,49486.14,53193.28,103505.06,0.9833,27,0.6107,0,2
MFI_KE_003134,18,F,Mombasa,40,45,53,22350.01,18053.32,829.95,8,1474.81,2284.27,9654.49,0.7284,11,0.8948,0,1
MFI_KE_003135,35,F,Kilifi,8,4,6,16331.57,14590.78,2936.03,2,110509.44,218671.47,258926.54,0.7838,13,0.4752,1,3
MFI_KE_003136,26,F,Kiambu,36,38,50,49970.45,40097.32,707.15,6,4619.91,6958.9,22354.07,0.4808,1,0.9059,0,1
MFI_KE_003137,30,F,Turkana,36,26,22,166093.79,129620.2,11572.18,0,0.0,0.0,0.0,0.9469,12,0.7069,1,2
MFI_KE_003138,29,F,Mombasa,12,33,42,15077.29,12641.29,3036.38,8,2373.59,2562.59,15623.45,0.5394,6,0.6822,0,1
MFI_KE_003139,32,F,Mombasa,4,32,42,12873.4,11903.75,1468.81,8,846.57,1616.85,5952.41,0.7103,5,0.9836,0,1
MFI_KE_003140,60,M,Kakamega,1,2,1,1870.66,1921.7,565.47,0,0.0,0.0,0.0,1.0,44,0.4373,0,5
MFI_KE_003141,42,F,Nakuru,41,24,23,28040.03,22555.43,38835.55,4,30192.8,40960.88,142257.88,0.9496,3,0.4029,1,2
MFI_KE_003142,34,M,Kericho,20,85,78,247022.25,240780.08,35674.91,3,342791.24,581724.53,1022021.03,0.9335,1,0.4569,0,4
MFI_KE_003143,42,F,Nyeri,14,7,9,80844.38,66649.42,1034.31,3,35112.47,47446.36,106064.5,0.9107,8,0.3733,0,3
MFI_KE_003144,21,M,Nakuru,6,47,54,7916.14,8095.41,1590.07,11,4895.8,7274.25,61061.43,0.6216,1,0.5989,1,1
MFI_KE_003145,33,F,Meru,1,1,1,4356.18,4212.36,1950.54,0,0.0,0.0,0.0,1.0,22,0.7281,0,5
MFI_KE_003146,42,M,Bomet,10,17,16,74791.46,72853.1,13484.29,3,68205.86,101666.3,214666.44,0.9928,23,0.765,0,2
MFI_KE_003147,37,F,Kitui,8,21,18,49067.73,40232.26,13118.91,4,19853.88,38903.55,75343.85,0.994,1,0.8905,1,2
MFI_KE_003148,40,M,Kericho,21,7,6,19436.99,17398.59,1295.08,0,0.0,0.0,0.0,0.6768,16,0.351,1,3
MFI_KE_003149,45,M,Nyeri,35,5,5,30130.34,22395.3,1327.23,1,51164.96,61565.87,47408.44,0.5378,4,0.4045,0,3
MFI_KE_003150,21,F,Uasin Gishu,14,44,57,41939.64,38712.27,968.46,7,1720.18,1813.74,11060.01,0.7784,2,0.9192,1,1
MFI_KE_003151,49,F,Kilifi,56,6,5,15852.01,12246.11,2698.8,1,29037.05,43469.61,34131.78,0.8552,3,0.5346,0,3
MFI_KE_003152,42,F,Turkana,3,25,18,115228.69,96806.81,12153.81,3,28472.9,38301.39,97528.54,0.9394,19,0.3643,0,2
MFI_KE_003153,38,F,Kitui,3,6,6,350024.13,262842.12,670.81,0,0.0,0.0,0.0,0.8953,4,0.2131,1,3
MFI_KE_003154,27,F,Kisumu,2,51,59,34238.89,33554.43,3285.7,7,2094.41,2951.69,12977.26,0.5489,0,0.8742,0,1
MFI_KE_003155,27,M,Laikipia,9,2,5,750.86,696.9,648.72,0,0.0,0.0,0.0,1.0,40,0.8903,0,5
MFI_KE_003156,68,F,Machakos,32,6,10,39259.09,33990.77,7729.63,0,0.0,0.0,0.0,0.711,2,0.5601,1,3
MFI_KE_003157,18,M,Nakuru,52,46,55,27430.43,20251.76,3096.14,8,2418.24,3814.07,18480.18,0.5698,7,0.8895,0,1
MFI_KE_003158,31,M,Mombasa,50,45,54,6503.75,6733.52,5316.57,8,3155.79,3296.88,25180.32,0.7638,1,0.9431,0,1
MFI_KE_003159,18,M,Embu,1,1,3,6222.98,6149.7,365.58,0,0.0,0.0,0.0,1.0,10,0.8655,0,5
MFI_KE_003160,39,M,Kisii,3,25,17,105607.58,74356.96,14768.59,1,104827.43,174573.01,121881.32,0.9717,7,0.8355,0,2
MFI_KE_003161,52,M,Garissa,6,30,22,104491.37,85738.28,11257.65,5,31129.23,34879.24,152077.6,0.936,11,0.5588,0,2
MFI_KE_003162,18,F,Uasin Gishu,41,43,50,42375.1,43988.59,4198.76,8,1929.65,3584.63,16529.47,0.6605,1,0.9885,0,1
MFI_KE_003163,38,F,Nakuru,11,72,69,773535.5,744390.99,111298.84,6,58182.73,102777.36,290613.86,0.7676,0,0.7811,0,4
MFI_KE_003164,41,M,Machakos,19,85,57,134004.97,135539.62,30527.91,7,128703.99,174311.25,918763.11,0.8561,0,0.621,1,4
MFI_KE_003165,22,F,Homa Bay,2,10,3,70677.73,56770.25,3378.74,3,72580.32,74016.01,210900.05,0.5873,6,0.562,1,3
MFI_KE_003166,41,M,Bomet,3,75,64,367560.7,346144.1,35704.87,2,168434.49,203913.19,365605.66,0.8664,2,0.6353,0,4
MFI_KE_003167,40,F,Meru,21,7,9,57384.66,48891.53,4220.47,1,46532.64,59980.81,42545.59,0.8362,4,0.4321,1,3
MFI_KE_003168,28,F,Kakamega,22,28,13,45267.45,44408.85,5618.6,2,23887.11,30087.53,40005.32,0.923,31,0.6071,0,2
MFI_KE_003169,31,M,Laikipia,11,94,65,218354.57,203746.15,48073.74,4,90706.26,177893.96,304908.1,0.838,2,0.5432,1,4
MFI_KE_003170,22,M,Nairobi,3,34,52,23399.56,19534.29,5852.84,10,3250.78,4020.6,31362.71,0.6568,2,0.8225,0,1
MFI_KE_003171,29,M,Murang'a,29,4,3,35850.68,35051.65,2149.59,0,0.0,0.0,0.0,0.7724,3,0.4099,1,3
MFI_KE_003172,30,F,Nairobi,17,39,53,9974.56,7317.24,1224.61,5,858.7,1083.03,3599.83,0.7414,3,0.7745,0,1
MFI_KE_003173,30,F,Bomet,15,46,51,7389.13,6136.05,2624.98,9,986.5,1138.46,8680.15,0.5631,1,0.8787,0,1
MFI_KE_003174,60,F,Laikipia,14,98,61,235730.73,198975.9,52747.2,4,99539.24,186933.85,388013.13,0.956,2,0.4013,1,4
MFI_KE_003175,36,M,Nakuru,9,26,23,84580.55,87585.59,23130.75,2,39633.98,59488.6,80530.14,0.9853,3,0.6792,1,2
MFI_KE_003176,30,F,Meru,6,24,20,189391.04,164566.34,13037.16,6,54926.63,66720.15,345653.31,0.9856,5,0.804,0,2
MFI_KE_003177,48,M,Murang'a,13,8,3,36461.11,28112.62,7924.71,5,44040.61,82186.54,260907.85,0.9376,20,0.3861,1,3
MFI_KE_003178,30,M,Kisumu,19,45,48,43211.55,38537.72,726.87,11,3281.53,6463.87,29590.76,0.899,1,0.9379,0,1
MFI_KE_003179,34,M,Trans Nzoia,10,6,10,50340.59,51596.21,4644.47,1,70035.78,88279.21,70673.09,0.7849,5,0.684,1,3
MFI_KE_003180,26,F,Kiambu,6,43,38,10577.72,9610.56,475.83,9,826.57,1644.67,6121.12,0.9469,0,0.973,0,1
MFI_KE_003181,19,M,Migori,25,51,51,4285.03,4005.39,972.91,14,4719.17,6559.17,69055.58,0.2617,7,0.7195,0,1
MFI_KE_003182,39,F,Garissa,5,87,72,210354.99,208186.21,65517.11,6,313221.65,392454.05,1692254.68,0.8441,2,0.3607,0,4
MFI_KE_003183,34,M,Kericho,21,6,7,163814.8,135268.49,4054.15,4,52620.76,91175.48,197181.83,0.9043,5,0.7194,1,3
MFI_KE_003184,22,M,Kiambu,22,31,36,7544.02,7172.3,310.37,10,2456.67,3317.2,29184.29,0.6175,1,0.7043,0,1
MFI_KE_003185,45,M,Machakos,9,56,59,249442.03,187288.41,25729.95,2,239947.11,324323.73,440383.27,0.9889,0,0.6799,1,4
MFI_KE_003186,32,F,Bomet,13,19,15,26619.21,22729.97,44589.09,0,0.0,0.0,0.0,0.857,2,0.5389,0,2
MFI_KE_003187,35,M,Nyeri,9,23,20,41845.99,42537.32,7374.07,0,0.0,0.0,0.0,0.9947,8,0.8348,0,2
MFI_KE_003188,42,F,Homa Bay,6,32,52,11767.97,9418.26,2752.56,9,2234.01,3951.46,19045.91,0.7348,0,0.8011,0,1
MFI_KE_003189,42,F,Murang'a,13,28,24,69169.43,60473.85,4304.1,3,31405.41,42707.0,96333.21,0.9718,12,0.9091,1,2
MFI_KE_003190,30,M,Nairobi,10,39,41,26164.71,23814.1,677.81,10,2137.77,3500.91,17398.18,0.883,7,0.9224,0,1
MFI_KE_003191,21,F,Uasin Gishu,4,45,55,97739.3,95184.61,6645.93,5,1211.91,1528.8,5229.62,0.4474,0,0.8197,0,1
MFI_KE_003192,44,F,Kisii,24,84,81,164591.96,128712.63,33115.73,9,247204.54,254090.25,2635187.68,0.8719,4,0.8364,1,4
MFI_KE_003193,26,F,Bomet,22,15,6,52563.69,37835.16,7384.26,1,63964.42,83202.03,61072.5,0.7579,15,0.4832,1,3
MFI_KE_003194,24,M,Nakuru,4,39,45,15356.15,15171.15,982.18,9,1236.09,1277.14,12681.43,0.6758,1,0.7891,0,1
MFI_KE_003195,24,F,Uasin Gishu,2,47,38,25571.66,18812.04,615.31,9,4113.25,7872.82,41913.14,0.4631,0,0.8639,0,1
MFI_KE_003196,21,M,Homa Bay,1,1,4,2528.95,2176.54,479.75,0,0.0,0.0,0.0,1.0,65,0.3392,0,5
MFI_KE_003197,29,M,Meru,2,0,3,49830.15,37674.84,825.05,0,0.0,0.0,0.0,1.0,71,0.5171,0,5
MFI_KE_003198,56,F,Kericho,37,6,5,130441.2,104213.69,2370.12,4,44053.61,47553.0,168289.84,0.8094,14,0.4628,1,3
MFI_KE_003199,20,F,Mombasa,12,37,53,6068.4,4724.32,4267.52,5,2929.29,4607.82,13037.08,0.8299,1,0.6882,0,1
MFI_KE_003200,36,F,Turkana,17,9,9,23240.26,24255.66,4973.68,1,60712.85,70463.85,66038.24,0.6036,6,0.531,0,3
MFI_KE_003201,32,F,Nakuru,15,72,78,90153.28,80895.5,17814.75,7,147129.42,216227.19,856788.54,0.903,1,0.5512,0,4
MFI_KE_003202,44,F,Kisii,4,27,22,42227.55,41526.86,6921.71,2,47271.72,72064.95,106096.88,0.9798,13,0.7628,1,2
MFI_KE_003203,20,F,Nairobi,40,48,61,22385.94,16111.72,3325.91,9,4985.54,5047.22,52190.65,0.8092,2,0.7162,1,1
MFI_KE_003204,39,F,Turkana,9,5,9,122323.09,103281.94,7774.77,1,20250.89,38226.94,18021.77,0.6601,10,0.2855,1,3
MFI_KE_003205,37,F,Kericho,1,2,5,9066.77,6998.97,141.95,1,860.6,1311.78,971.16,0.5716,145,0.4319,0,5
MFI_KE_003206,38,F,Kitui,6,22,22,185554.98,184890.72,14431.01,5,67777.33,116905.25,393435.92,0.9952,17,0.8057,0,2
MFI_KE_003207,53,F,Kisii,16,21,21,117855.87,112983.39,19194.27,3,25879.85,35309.24,86650.38,0.9938,16,0.567,0,2
MFI_KE_003208,65,M,Migori,75,6,7,27804.47,26382.79,9756.79,1,72630.12,82549.75,60034.69,0.5753,17,0.1742,0,3
MFI_KE_003209,36,M,Kakamega,5,85,86,278029.21,265221.75,33174.47,2,65193.64,96249.21,143329.24,0.7607,0,0.5793,0,4
MFI_KE_003210,26,F,Kisumu,21,33,43,31569.06,27308.04,1446.83,6,2249.65,2702.45,12934.83,0.6732,0,0.9527,0,1
MFI_KE_003211,38,M,Bungoma,5,6,2,1424.72,1282.44,2127.97,0,0.0,0.0,0.0,1.0,43,0.7175,0,5
MFI_KE_003212,33,F,Mombasa,33,41,48,14086.46,10955.39,7283.69,10,500.0,981.86,4618.77,0.6657,0,0.8843,0,1
MFI_KE_003213,24,F,Nairobi,2,0,4,1866.69,1315.17,1519.7,1,1796.69,3195.31,1971.75,0.461,21,0.5863,0,5
MFI_KE_003214,49,M,Garissa,26,26,24,139823.99,138135.24,26313.35,1,56335.12,73988.83,58153.55,0.9706,2,0.4184,0,2
MFI_KE_003215,20,F,Kiambu,4,4,1,3345.94,2412.08,1849.86,1,1704.59,2973.65,1436.26,0.4666,51,0.5481,0,5
MFI_KE_003216,22,M,Kilifi,4,10,5,24276.76,22945.88,9831.48,7,73459.67,86181.74,491412.07,0.8549,13,0.4972,1,3
MFI_KE_003217,48,F,Kakamega,4,21,26,39024.51,27519.1,10015.95,2,113238.83,191249.64,205195.72,0.9656,53,0.3418,0,2
