site_id,county,agro_ecological_zone,latitude,longitude,elevation_m,annual_rainfall_mm,soil_ph,soil_organic_carbon_pct,total_nitrogen_pct,phosphorus_ppm,potassium_cmol_kg,cec_cmol_kg,clay_pct,sand_pct,silt_pct
KE_00386,Kilifi,IV,-3.4804,39.7941,1419.9,539.2,7.31,1.289,0.1423,6.82,0.356,25.72,34.77,45.61,19.63
KE_00387,Kilifi,IV,-3.5409,39.8241,934.2,910.5,6.17,1.227,0.1455,9.53,0.411,7.79,37.18,53.55,9.26
KE_00388,Kilifi,IV,-3.433,39.7037,627.3,848.6,5.85,1.27,0.1017,9.03,0.835,13.6,21.1,28.1,50.79
KE_00389,Kilifi,IV,-3.4151,40.2937,1398.4,578.6,6.18,0.399,0.0533,21.31,0.48,12.71,30.33,38.71,30.96
KE_00390,Kilifi,IV,-3.6106,40.0434,1415.3,831.1,6.91,1.156,0.1569,12.32,0.731,15.07,29.0,20.75,50.25
KE_00391,Tana River,V,-1.4085,39.3881,355.0,302.6,7.53,0.805,0.0885,16.34,1.69,14.48,16.85,60.38,22.76
KE_00392,Tana River,V,-1.603,39.9089,666.0,430.5,7.12,0.616,0.0732,15.78,0.808,11.14,21.55,47.61,30.85
KE_00393,Tana River,V,-1.7251,39.648,718.6,379.2,7.82,0.439,0.0429,8.95,1.749,6.06,17.29,60.89,21.82
KE_00394,Tana River,V,-1.4737,39.5552,663.3,564.5,7.2,0.496,0.0616,3.8,0.921,3.0,23.22,66.03,10.75
KE_00395,Tana River,V,-1.6508,39.5536,520.4,332.5,6.8,0.531,0.0525,12.21,1.566,8.99,12.78,64.0,23.23
KE_00396,Tana River,V,-1.4609,39.6963,379.0,308.2,6.1,0.2,0.0222,12.74,1.342,15.1,21.19,47.54,31.28
KE_00397,Tana River,V,-1.5523,39.4063,860.9,384.3,7.26,0.612,0.0411,8.66,1.069,3.0,12.23,60.78,26.98
KE_00398,Tana River,V,-1.7758,39.5778,485.4,362.1,7.17,0.686,0.0755,13.04,1.208,7.9,23.23,60.94,15.83
KE_00399,Tana River,V,-1.397,39.6773,404.7,352.0,7.21,0.87,0.06,8.06,0.68,18.71,13.25,64.83,21.92
KE_00400,Lamu,V,-2.4619,40.8091,945.6,544.8,7.54,0.729,0.0585,6.04,1.014,8.03,10.36,47.23,42.41
KE_00401,Lamu,V,-2.4514,40.7555,682.7,441.7,6.53,0.832,0.0679,9.61,1.692,10.57,32.79,66.34,5.0
KE_00402,Lamu,V,-2.2859,41.1446,530.3,339.1,7.08,0.253,0.0548,12.32,1.592,13.07,24.56,43.0,32.44
KE_00403,Lamu,V,-2.3443,41.0822,644.7,577.3,7.5,0.874,0.0869,5.71,1.229,11.2,21.53,57.66,20.81
KE_00404,Lamu,V,-2.2497,41.055,579.9,452.6,6.8,0.738,0.0826,4.75,1.217,9.69,16.13,55.83,28.04
KE_00405,Lamu,V,-2.0639,40.806,1058.8,420.3,8.37,0.73,0.0591,6.68,1.502,14.0,19.51,45.13,35.36
KE_00406,Lamu,V,-2.402,40.6811,479.0,504.9,6.84,0.412,0.0322,30.58,1.604,8.15,24.69,51.38,23.93
KE_00407,Lamu,V,-2.4049,40.8463,492.7,555.8,7.24,0.329,0.0211,7.36,1.671,11.38,22.43,66.96,10.62
KE_00408,Lamu,V,-2.4278,40.5604,564.3,495.3,7.53,0.384,0.0525,5.73,1.822,14.0,17.25,57.69,25.06
KE_00409,Lamu,V,-2.2154,40.7293,432.0,505.7,7.37,0.426,0.0597,6.21,1.845,10.71,18.07,61.82,20.11
KE_00410,Lamu,V,-2.104,40.8791,660.0,562.6,7.52,0.633,0.0772,18.51,1.472,8.43,21.91,66.31,11.78
KE_00411,Lamu,V,-2.3163,40.6165,1119.5,411.7,7.15,1.035,0.0821,8.18,1.189,7.99,9.72,47.95,42.33
KE_00412,Lamu,V,-2.4344,40.6617,740.4,373.9,7.6,0.565,0.0513,5.49,0.271,12.68,35.02,54.93,10.05
KE_00413,Samburu,V,1.1281,36.9439,664.4,420.2,6.96,0.343,0.0495,9.13,0.41,11.41,32.4,52.8,14.79
KE_00414,Samburu,V,1.0841,37.0252,545.7,503.2,6.6,0.654,0.0614,12.75,1.755,10.43,18.98,54.66,26.37
KE_00415,Samburu,V,1.2948,36.8494,898.1,612.6,8.5,0.734,0.0844,7.06,1.236,15.82,28.58,55.13,16.29
KE_00416,Samburu,V,1.1814,36.8797,695.9,472.8,6.73,0.665,0.0792,19.85,0.839,14.01,14.62,28.94,56.44
KE_00417,Samburu,V,1.4495,37.1626,303.2,315.1,7.67,0.819,0.0717,6.99,2.023,3.44,14.26,53.6,32.14
KE_00418,Samburu,V,0.8294,36.6567,518.6,339.6,6.88,0.759,0.0933,8.2,1.413,9.24,10.87,63.14,25.99
KE_00419,Samburu,V,1.3491,37.0016,646.6,317.5,7.45,0.1,0.01,14.6,1.154,8.91,21.16,55.24,23.6
KE_00420,Samburu,V,1.2067,37.0171,801.4,466.6,7.76,0.222,0.0311,14.35,1.065,6.09,17.83,47.19,34.98
KE_00421,Samburu,V,1.4574,37.0769,575.7,546.7,6.86,0.346,0.0335,20.86,1.112,10.76,23.8,41.91,34.29
KE_00422,Samburu,V,1.3646,36.8708,907.0,457.7,6.79,0.202,0.01,11.31,0.976,16.04,17.65,55.67,26.68
KE_00423,Samburu,V,1.257,36.9913,961.7,580.6,7.51,0.658,0.066,11.13,0.976,13.58,21.19,43.4,35.42
KE_00424,Isiolo,V,0.2186,37.6329,1094.9,446.2,7.03,0.496,0.0639,3.18,1.303,7.65,18.88,48.43,32.68
KE_00425,Isiolo,V,0.1203,38.007,710.3,531.8,6.78,0.662,0.0456,2.69,1.309,13.4,12.35,61.11,26.54
KE_00426,Isiolo,V,0.5938,37.4537,733.7,394.4,7.25,0.275,0.01,9.0,1.377,9.98,16.44,43.69,39.87
KE_00427,Isiolo,V,0.4108,37.6863,752.0,471.5,7.27,0.139,0.0103,4.6,1.331,11.17,24.04,47.97,27.99
KE_00428,Isiolo,V,0.2121,37.621,510.7,250.5,7.54,0.437,0.0443,29.98,1.439,7.4,18.32,71.75,9.93
KE_00429,Isiolo,V,0.0893,37.6257,1073.2,285.4,7.61,0.637,0.0613,3.56,0.719,12.65,13.37,41.89,44.74
KE_00430,Isiolo,V,0.111,37.5293,207.6,635.4,6.7,0.416,0.029,5.85,1.451,6.37,29.43,46.89,23.67
KE_00431,Isiolo,V,0.2357,37.5428,520.8,430.2,7.81,0.533,0.0288,9.07,1.287,7.0,14.44,58.01,27.55
KE_00432,Isiolo,V,0.15,37.7662,603.5,463.9,7.39,0.437,0.0475,3.7,1.021,13.93,21.65,42.48,35.87
KE_00433,Marsabit,VI,2.2614,38.0066,503.9,412.4,7.88,0.351,0.0413,5.53,0.699,16.78,24.22,53.03,22.75
KE_00434,Marsabit,VI,2.2711,38.0217,0.0,359.0,7.63,0.364,0.0396,5.91,0.923,10.35,35.04,56.54,8.41
KE_00435,Marsabit,VI,2.2336,38.0926,102.0,351.6,7.64,0.103,0.0118,14.0,1.197,9.73,29.41,60.44,10.15
KE_00436,Marsabit,VI,2.4499,38.0948,546.4,292.1,8.44,0.403,0.0455,8.63,1.661,7.03,11.24,52.82,35.95
KE_00437,Marsabit,VI,2.2499,37.5303,621.2,222.1,7.57,0.221,0.0338,7.68,1.776,3.7,18.52,56.28,25.2
KE_00438,Marsabit,VI,2.3555,37.8517,190.1,303.1,8.38,0.424,0.0316,12.75,0.607,4.21,27.55,47.77,24.67
KE_00439,Marsabit,VI,2.4801,37.9186,777.3,241.6,7.93,0.32,0.0397,6.46,0.536,19.22,18.74,48.14,33.13
KE_00440,Marsabit,VI,2.4719,38.1674,325.1,269.2,7.69,0.39,0.0356,14.83,1.167,8.1,27.04,61.88,11.08
KE_00441,Marsabit,VI,2.1944,37.9082,493.4,374.1,7.67,0.335,0.0395,11.19,1.296,3.67,24.77,49.93,25.31
KE_00442,Marsabit,VI,2.259,38.0119,517.7,366.3,7.94,0.172,0.0313,5.47,1.056,6.3,18.65,50.25,31.1
KE_00443,Mandera,VI,4.0788,41.8805,558.0,390.8,7.59,0.402,0.0348,9.71,0.782,14.22,24.2,66.76,9.04
KE_00444,Mandera,VI,3.8589,41.9375,602.7,199.4,8.04,0.37,0.0492,5.31,0.739,9.64,20.2,61.85,17.95
KE_00445,Mandera,VI,4.1558,41.7899,576.1,235.2,7.97,0.306,0.0355,11.7,1.142,11.19,12.68,69.77,17.55
KE_00446,Mandera,VI,3.6709,41.8591,298.5,277.6,8.2,0.541,0.051,11.3,1.587,9.56,13.6,63.14,23.26
KE_00447,Mandera,VI,4.2083,41.9441,531.4,348.5,7.79,0.259,0.0189,14.33,0.549,6.83,22.6,50.49,26.91
KE_00448,Mandera,VI,3.7549,41.8077,706.6,244.3,7.86,0.283,0.0244,22.81,1.133,3.73,13.18,56.58,30.24
KE_00449,Mandera,VI,4.2025,41.8792,699.3,330.4,7.33,0.341,0.0375,5.67,0.364,15.27,18.64,55.45,25.91
KE_00450,Mandera,VI,4.2188,41.968,745.9,428.3,8.84,0.403,0.0474,10.1,1.347,12.07,22.62,42.95,34.43
KE_00451,Mandera,VI,4.1089,41.8456,182.6,280.8,8.47,0.24,0.044,4.27,1.554,4.48,25.38,48.05,26.57
KE_00452,Wajir,VI,1.9491,40.3914,628.3,300.6,7.36,0.184,0.01,6.49,1.062,11.26,16.6,51.04,32.35
KE_00453,Wajir,VI,1.5276,40.0036,420.9,307.5,8.24,0.112,0.01,8.02,1.884,12.84,8.47,42.91,48.62
KE_00454,Wajir,VI,2.0858,39.9192,496.7,367.3,7.65,0.1,0.0278,21.96,1.142,14.49,22.32,45.64,32.03
KE_00455,Wajir,VI,1.8972,40.1604,694.8,177.8,7.73,0.1,0.01,4.12,1.609,4.94,11.78,55.79,32.43
KE_00456,Wajir,VI,2.0582,40.1474,438.0,265.4,7.86,0.291,0.023,7.37,1.424,3.58,14.44,45.23,40.34
KE_00457,Wajir,VI,1.9632,40.0625,756.9,324.3,7.78,0.287,0.0447,11.2,1.586,7.1,14.75,50.89,34.36
KE_00458,Wajir,VI,1.9066,40.0568,410.7,263.6,7.83,0.187,0.0194,28.8,0.774,6.59,23.37,60.93,15.69
KE_00459,Wajir,VI,1.8057,40.1343,419.5,249.9,8.12,0.1,0.0191,10.14,0.778,3.0,26.56,34.94,38.5
KE_00460,Wajir,VI,1.8638,40.1,552.9,202.7,7.63,0.512,0.0678,10.92,0.944,18.14,22.15,52.49,25.36
KE_00461,Wajir,VI,1.6338,40.0021,680.1,281.6,7.84,0.437,0.0502,5.35,1.368,10.15,25.47,62.3,12.24
KE_00462,Wajir,VI,1.6123,40.1561,318.8,211.0,8.15,0.517,0.0545,23.53,1.108,11.81,25.93,48.21,25.86
KE_00463,Wajir,VI,1.6416,40.0076,284.0,248.0,7.08,0.444,0.0485,10.76,1.511,15.21,15.85,62.75,21.4
KE_00464,Wajir,VI,2.0611,39.9421,405.4,277.3,8.16,0.649,0.0584,9.94,1.59,11.61,22.74,42.16,35.09
KE_00465,Garissa,VI,-0.3578,39.7193,369.8,165.2,8.51,0.352,0.0429,6.43,1.551,10.58,28.15,54.44,17.42
KE_00466,Garissa,VI,-0.4088,39.5729,401.3,354.6,6.93,0.224,0.0364,13.58,1.303,14.78,23.99,45.07,30.94
KE_00467,Garissa,VI,-0.6571,39.8117,534.6,366.6,7.29,0.395,0.0325,7.34,1.426,7.91,17.81,51.89,30.3
KE_00468,Garissa,VI,-0.6331,39.4979,610.7,318.4,8.67,0.485,0.047,9.24,1.582,3.0,25.35,51.16,23.49
KE_00469,Garissa,VI,-0.5474,39.441,773.9,213.7,7.89,0.388,0.0349,7.43,1.326,12.96,16.36,49.67,33.98
KE_00470,Garissa,VI,-0.4619,39.7164,738.2,283.8,8.31,0.344,0.0239,2.89,1.115,6.54,26.66,58.12,15.22
KE_00471,Garissa,VI,-0.4559,39.6229,192.4,242.9,7.55,0.303,0.026,5.26,2.256,8.38,21.93,63.46,14.62
KE_00472,Garissa,VI,-0.5741,39.8872,270.3,322.3,7.04,0.309,0.0282,8.11,0.927,7.63,27.45,61.89,10.66
KE_00473,Garissa,VI,-0.4369,39.63,355.0,221.0,8.74,0.41,0.0588,29.37,1.172,16.13,27.28,49.37,23.35
KE_00474,Garissa,VI,-0.3497,39.679,572.7,385.9,7.65,0.199,0.0122,4.2,1.246,5.04,12.76,48.64,38.6
KE_00475,Garissa,VI,-0.5513,39.4573,481.6,403.3,8.18,0.573,0.0526,23.23,1.005,12.53,19.45,64.56,15.99
KE_00476,Garissa,VI,-0.5683,39.846,799.1,230.5,7.88,0.231,0.0249,5.47,1.009,11.49,20.38,51.06,28.56
KE_00477,Garissa,VI,-0.7516,39.6859,407.0,174.0,7.61,0.478,0.0395,31.3,1.007,15.59,13.0,54.0,32.99
KE_00478,Turkana,VI,3.2107,35.7307,771.4,229.4,7.39,0.298,0.0148,17.06,0.533,8.15,34.65,54.8,10.55
KE_00479,Turkana,VI,2.9642,35.6653,633.2,216.1,7.29,0.22,0.0115,16.53,1.442,8.62,21.65,57.56,20.79
KE_00480,Turkana,VI,3.0974,35.7377,431.3,283.2,7.85,0.488,0.056,10.33,1.253,17.69,5.0,50.53,44.47
KE_00481,Turkana,VI,3.3345,35.6693,573.8,421.0,8.13,0.307,0.0326,8.95,1.461,7.88,13.68,71.15,15.17
KE_00482,Turkana,VI,3.2127,35.436,877.9,367.7,7.86,0.146,0.013,3.92,0.906,8.03,14.08,66.94,18.99
KE_00483,Turkana,VI,3.2087,35.6556,703.5,235.2,7.76,0.294,0.0452,7.56,1.606,9.71,25.86,51.31,22.82
KE_00484,Turkana,VI,3.263,35.7967,140.2,388.9,8.35,0.294,0.0243,16.23,2.116,3.0,18.32,55.02,26.66
KE_00485,Turkana,VI,3.0476,35.4523,609.5,244.1,7.87,0.335,0.0482,5.3,1.611,12.39,19.77,48.51,31.73
KE_00486,Turkana,VI,3.1344,35.4946,475.3,296.9,7.49,0.1,0.01,7.79,1.597,11.07,21.52,48.67,29.81
KE_00487,Turkana,VI,3.1166,35.5843,673.0,258.8,8.16,0.377,0.0289,38.56,1.015,9.33,25.05,48.64,26.31
KE_00488,Turkana,VI,3.1129,35.3364,311.6,267.0,7.27,0.435,0.0481,3.66,1.319,3.83,23.4,47.72,28.88
KE_00489,Nairobi,III,-1.3678,37.0895,1269.0,1481.1,5.32,1.787,0.1653,11.51,0.442,27.19,23.34,22.96,53.7
KE_00490,Nairobi,III,-1.474,36.7848,1362.6,1415.3,5.8,2.126,0.2642,12.24,0.794,22.18,37.82,23.43,38.75
KE_00491,Nairobi,III,-1.3333,36.8572,1230.1,1170.2,5.78,1.308,0.1031,9.27,0.424,20.57,48.73,31.64,19.62
KE_00492,Nairobi,III,-1.1364,36.9861,1427.4,1123.2,6.02,1.535,0.1607,6.01,0.309,19.52,45.26,38.24,16.51
KE_00493,Nairobi,III,-1.1251,37.0313,1771.6,1451.5,5.56,1.684,0.1711,13.1,0.58,32.47,51.88,31.98,16.14
KE_00494,Nairobi,III,-1.236,36.4431,1627.4,1350.2,5.08,1.702,0.1572,19.15,0.379,22.88,39.56,32.3,28.14
KE_00495,Nairobi,III,-1.1642,36.8668,1629.6,1241.6,5.73,1.552,0.1504,2.73,0.227,15.99,37.62,21.32,41.06
KE_00496,Nairobi,III,-1.3619,36.7901,1451.1,1110.9,5.82,1.521,0.1352,8.59,0.723,34.39,46.26,33.74,20.0
KE_00497,Mombasa,IV,-4.0705,39.5786,890.6,701.3,6.25,1.21,0.1448,39.72,0.546,14.88,25.35,36.88,37.76
KE_00498,Mombasa,IV,-4.1646,39.3965,957.3,779.3,6.71,1.666,0.1419,11.75,0.885,17.19,35.91,29.93,34.15
KE_00499,Mombasa,IV,-4.218,39.2966,1750.9,623.1,6.78,1.192,0.1203,8.32,0.806,8.8,17.3,56.85,25.85
KE_00500,Mombasa,IV,-4.3348,39.6626,1457.3,913.1,7.11,1.364,0.1684,5.45,0.6,10.18,10.29,38.18,51.53
KE_00501,Mombasa,IV,-4.0461,39.7616,1137.9,984.1,6.31,1.888,0.1617,9.97,0.277,9.56,34.33,46.62,19.05
KE_00502,Mombasa,IV,-4.0816,39.8077,1554.6,897.6,5.79,1.266,0.1119,5.09,0.05,21.25,20.23,44.93,34.84
KE_00503,Mombasa,IV,-3.986,39.7028,1220.2,899.3,6.63,1.03,0.1346,13.61,0.778,20.78,40.42,41.05,18.53
KE_00504,Mombasa,IV,-3.9817,39.833,1157.9,851.7,5.73,0.657,0.0713,12.9,0.602,14.2,17.53,31.81,50.67
KE_00505,Mombasa,IV,-4.2963,39.5799,1346.3,551.8,5.91,1.409,0.146,11.11,0.693,11.17,37.01,44.67,18.32
KE_00506,Mombasa,IV,-4.2244,39.5802,1224.9,676.4,7.08,0.839,0.0975,6.01,0.392,11.48,33.18,47.12,19.69
